Provider_Name,Address,City,County,"Doses_W14"
Brookshires Pharmacy 035,2235 S Washington St,Kaufman,KAUFMAN,200
DSHS Kaufman,2525 E. Hwy 175,Kaufman,KAUFMAN,100
Mabank Family Pharmacy,207 N 3rd Street,Mabank,KAUFMAN,200
Brookshires Pharmacy 023,1400 W. Moore St.,Terrell,Kaufman,100
Freseniuss Medical Care,351 S VIRGINIA ST # 300,Terrell,KAUFMAN,100
Terrell Fire Department,201 East Nash Street,Terrell,KAUFMAN,"3,000"
Terrell State Hospital,1200 E Brin St,Terrell,KAUFMAN,200
Kendall County EMS,1175 N MAIN ST,Boerne,KENDALL,300
Peterson Regional Medical Center - Kerrville,551 Hill Country Dr,Kerrville,KERR,300
Kinney County Detention Center,1501 Ranch Rd Hwy 131,Brackettville,KINNEY,100
Knox County Hospital,701 Se 5th St,Knox City,KNOX,100
Brookshires Pharmacy 014,925 Clarksville St,Paris,LAMAR,100
Paris Regional Cancer Center,3550 Ne Loop 286,Paris,LAMAR,100
Sudan Medical Clinic,408 E US Hwy 84,Sudan,LAMB,100
AdventHelath Family Medicine Rural Health Clinics,187 PR 4060,Lampasas,LAMPASAS,100
LAMPASAS DRUG COMPANY,202 N Key Ave,Lampasas,LAMPASAS,100
"Hallettsville Pharmacy, LLC",304 N. Texana St.,Hallettsville,LAVACA,100
Lavaca Medical Center,1400 N Texana St,Hallettsville,LAVACA,100
Yoakum Community Hospital,1200 Carl Ramert Drive,Yoakum,LAVACA,100
Brookshires Pharmacy 37,513 E Austin St,Giddings,LEE,100
Giddings State School,2261 James Turman Rd.,Giddings,LEE,100
Pieratt's Pharmacy,233 S. Manse,Giddings,LEE,100
Healthpoint Centerville,607 W Lassater,Centerville,LEON,100
Dshs Cleveland Clinic,300 Campbell St,Cleveland,LIBERTY,100
Texas Department of Criminal Justice Henley,7581 Hwy 321,Dayton,LIBERTY,100
Limestone Medical Center,701 Mcclintic Dr,Groesbeck,LIMESTONE,200
Live Oak County Health Department,301 Houston St Annex Bldg Rm 10,George West,LIVE OAK,100
HSB Pharmacy Inc,7407 W FM 2147,Horseshoe Bay,LLANO,100
Corner Drug,600 Bessemer Ave,Llano,LLANO,100
Hill Country Direct Care,904 Ford St,Llano,LLANO,100
Dshs Phr 1 Hq - Lubbock (Re),6302 Iola Ave,Lubbock,LUBBOCK,"2,000"
Ttuhsc-Son Combest Center,301 40th St,Lubbock,LUBBOCK,100
Family Wellness Clinic,1809 Lockwood Ave,Tahoka,LYNN,200
Healthpoint Madisonville,100 W Cross St,Madisonville,MADISON,100
"HEALTHIER WAY FAMILY CARE, PLLC",110 N WALNUT ST,Jefferson,MARION,200
Frontera Healthcare Network Mason Clinic,216 E College,Mason,MASON,100
Matagorda Regional Medical Center,104 7th Street,Bay City,MATAGORDA,100
Medical Arts Clinic - Bay City,1120 Avenue G,Bay City,MATAGORDA,100
Palacios Medical Clinic,307 Green Ave.,Palacios,MATAGORDA,100
Palacios Prescription Shoppe,321 Main Street,Palacios,MATAGORDA,100
Frontera Healthcare-Brady,2205 S Bridge St Ste 300,Brady,MCCULLOCH,100
Mcgregor Community & Dental Clinic,500 Johnson Dr,McGregor,MCLENNAN,100
Family Health Center - Waco,1600 Providence Dr,Waco,MCLENNAN,500
God's Country Pharmacy,1703 19th street,Hondo,MEDINA,100
LHD Medina CO Health Dept (RE),1206 15th St,Hondo,MEDINA,"1,000"
Midland Community Healthcare Services - Midland 1,801 E Florida Ave,Midland,MIDLAND,100
LHD MILAM CO HEALTH DEPT (RE),209 S. Houston Ave,Cameron,MILAM,500
Healthpoint Rockdale,1701 Pecos Ave Ste B,Rockdale,MILAM,100
Family Practice Clinic Of Mills County,1501 W Front St,Goldthwaite,MILLS,100
"Mcmahan Pharmacy Services, Inc.",1503 W Front St,Goldthwaite,MILLS,100
Texas Department of Criminal Justice WALLACE,1675 South FM 3525,Colorado City,MITCHELL,100
Nocona General Hospital,100 Park Rd,Nocona,MONTAGUE,100
Houston Methodist The Woodlands Hsptl,17201 Interstate 45 S,Conroe,MONTGOMERY,"5,850"
Kelsey Seybold Clinic -Conroe,690 S. Loop 336 W,Conroe,MONTGOMERY,100
Kelsey Seybold Kingwood,25553 U.S. Highway 59,Porter,MONTGOMERY,100
Moore County Family Health Clinic,110 S Bliss Ave,Dumas,MOORE,200
Brookshires Pharmacy 109,609 Linda Dr,Daingerfield,MORRIS,100
East Texas Community Health Services,1309 S. University Dr.,Nacogdoches,NACOGDOCHES,300
Nacogdoches Memorial Hosp Care 1st,1106 South St,Nacogdoches,NACOGDOCHES,200
Nacogdoches Memorial Hospital,1204 N Mound St,Nacogdoches,NACOGDOCHES,200
Brookshires Pharmacy 77,800 N Main St Ste A,Corsicana,NAVARRO,100
Super 1 Pharmacy 630,100 N 15th St,Corsicana,NAVARRO,100
Amistad Community Health Center,1533 S Brownlee Blvd Ste 100,Corpus Christi,NUECES,500
"Ricky A. Siewert, DO",3006 Garrett Dr,Perryton,OCHILTREE,100
United Pharmacy 525,2802 Hwy 83 South,Perryton,OCHILTREE,100
DSHS Mineral Wells,4113 Highway 180 E,Mineral Wells,PALO PINTO,100
Brookshires Pharmacy 8 - Carthage,412 W Panola St,Carthage,PANOLA,100
Hope Community Medicine-Carthage,820 West Panola St.,Carthage,PANOLA,100
UTHealth Carthage,409 West Cottage Road,Carthage,PANOLA,100
Aledo Family Medicine,317 FM 1187 North,Aledo,PARKER,200
Brookshires Pharmacy 97,5118 E. I-20 Service Road-South,Aledo,PARKER,200
Family Healthcare Of Bovina,1100 Highway 86,Bovina,PARMER,100
PECOS COUNTY MEMORIAL HOSPITAL DBA FAMILY CARE CEN 387 W IH 10,,Fort Stockton,PECOS,200
Brookshires Pharmacy 24,100 S Home St,Corrigan,POLK,200
Brookshires Pharmacy 21,1253 W Church St,Livingston,POLK,200
Brookshires Pharmacy 4,959 East Us Hwy 69,Emory,RAINS,100
DSHS Amarillo,3407 Pony Express Way,Amarillo,RANDALL,300
Reagan Memorial Hospital,1300 W FAIRMONT PKWY,Big Lake,REAGAN,100
Red River Urgent Care,1805 Industrial Way,Clarksville,RED RIVER,100
Brookshires Pharmacy 13 - Hearne,400 W 2nd St,Hearne,ROBERTSON,100
Healthpoint In Hearne,709 Barton St,Hearne,ROBERTSON,100
St Joseph Family Medicine Hearne,1643 N Market St,Hearne,ROBERTSON,100
Wilson Drug,118 W 4th St,Hearne,ROBERTSON,100
Rockwall Fire Department,305 E. Boydstun Ave.,Rockwall,ROCKWALL,"1,000"
DSHS Ballinger,2017 Hutchins Avenue,Ballinger,RUNNELS,100
UT Health Henderson Hospital,300 Wilson St,Henderson,RUSK,500
Walgreens Pharmacy 11212,2126 Us Highway 79 S,Henderson,RUSK,200
Texas Department of Criminal Justice B MOORE,8500 FM N. 3053,Overton,RUSK,100
Sabine County Hospital,2301 Worth St,Hemphill,SABINE,200
Hope Community Medicine-San Augustine,109 E Main St,San Augustine,SAN AUGUSTINE,100
Memorial Medical Center-San Augustine,511 EAST HOSPITAL STREET,San Augustine,SAN AUGUSTINE,100
Brookshires Pharmacy 72 - Coldspring,14761 Hwy 150 West,Coldspring,SAN JACINTO,100
Providence Family Care,21 Alpine St,Coldspring,SAN JACINTO,100
Community Action Schl Based Hlth Ctr,213 S Duval St,Mathis,SAN PATRICIO,200
Lhd San Patricio Co Dept Of Health (Re),313 N. Rachal,Sinton,SAN PATRICIO,200
Texas Department of Criminal Justice San Saba,206 S. Wallace Creek Rd.,San Saba,SAN SABA,100
Cogdell Family Clinic,1700 Cogdell Blvd,Snyder,SCURRY,100
Scurry County Health Unit,911 26th St,Snyder,SCURRY,100
United Pharmacy 549,3500 College Ave,Snyder,SCURRY,100
"Aurora Concepts, PLLC",233 Hurst Street,Center,SHELBY,100
Brookshires Pharmacy 32 - Center,105 Hurst St,Center,SHELBY,100
Hope Community Medicine-Center,620 Tenaha St,Center,SHELBY,100
Hope Community Medicine-Tenaha,157 Wall St,Tenaha,SHELBY,100
DSHS PHR 4/5N HQ - Tyler (RE),2521 W Front St,Tyler,SMITH,"2,000"
Tyler Cancer Center,910 E Houston St Ste 100,Tyler,SMITH,100
Tyler Family Circle Of Care - Tyler - 214 E. Houston,214 E Houston St,Tyler,SMITH,400
Ut Health East Texas Physicians 5th St. Pediatric Clinic,1000 E 5th St Ste 100,Tyler,SMITH,200
Best Value Medical Center Pharmacy,1100 Bluebonnet St.,Glen Rose,SOMERVELL,100
Glen Rose Medical Center,1021 Holden St,Glen Rose,SOMERVELL,100
Family Health Center Llp,2768 Pharmacy Rd,Rio Grande City,STARR,"1,000"
Starr County Memorial Hospital,128 N FM 3167,Rio Grande City,STARR,200
Nuestra Clinica Del Valle - Roma,2891 E Grant St,Roma,STARR,100
Breckenridge Medical Center,101 S. Hartford,Breckenridge,STEPHENS,100
Stephens Memorial Hospital,200 S Geneva St,Breckenridge,STEPHENS,100
Stonewall Memorial Hospital,821 N Broadway St,Aspermont,STONEWALL,100
Swisher Memorial Healthcare System,539 Se 2nd St,Tulia,SWISHER,100
Albertsons Pharmacy 3042,6220 US 287 HWY,Arlington,TARRANT,200
American Renal Associates,3415 South Cooper St.,Arlington,TARRANT,100
Arlington Community Health Center,979 N Cooper St,Arlington,TARRANT,200
Dshs Hsr 2/3 Hq - Arlington (Re),1301 S Bowen Rd,Arlington,TARRANT,"1,500"
Jps Se Tarrant County Med Home,1050 W Arkansas Ln Ste 150,Arlington,TARRANT,"1,000"
Tom Thumb Pharmacy 3658,2755 N Collins St,Arlington,TARRANT,200
Colleyville Fire Department,5209 Colleyville Blvd,Colleyville,TARRANT,200
Baylor Scott And White All Saints Medical Center - Fort Worth 1400 8th Ave,,Fort Worth,TARRANT,"2,340"
Best Value Ridglea Pharmacy,5932 Lovell Ave,Fort Worth,TARRANT,100
Better Health Pharmacy,8615 S Hulen St,Fort Worth,TARRANT,300
Civitas Senior Living,930 W. 1st St.,Fort Worth,TARRANT,100
Fresenius Kidney Care Central Ft. Worth,1210 Alston Ave,Fort Worth,TARRANT,200
Fresenius Medical Care of Burleson,200 MCPHERSON RD,Fort Worth,TARRANT,100
Jps Health Center True Worth,1513 E Presidio St,Fort Worth,TARRANT,400
Jps Hospital,1500 South Main St,Fort Worth,TARRANT,"2,340"
Metropolitan Area EMS Authority,2900 Alta Mere Drive,Fort Worth,TARRANT,500
Northside Community Health Center,2332 Beverly Hills Dr.,Fort Worth,TARRANT,200
The Center For Cancer And Blood Disorders,800 W Magnolia Ave,Fort Worth,TARRANT,500
DSHS Abilene,4601 S 1st St,Abilene,TAYLOR,500
Texas Department of Criminal Justice ROBERTSON,12071 FM 3522,Abilene,TAYLOR,100
TTUHSC Combest Abilene Community Health Center,1749 Pine St,Abilene,TAYLOR,100
Texas Department of Criminal Justice RUDD,2004 LAMESA RD,Brownfield,TERRY,100
Super 1 Pharmacy 611,602 S Jefferson Ave,Mount Pleasant,TITUS,100
Thurman's Pro-Med Pharmacy,402 N Madison Ave,Mount Pleasant,TITUS,100
Wellness Pointe - Mount Pleasant,2015 Mulberry Ave Ste 250,Mount Pleasant,TITUS,100
San Angelo Health Department,2030 Pulliam St Ste 8,San Angelo,TOM GREEN,400
Communitycare- South Austin,2529 S 1st St,Austin,TRAVIS,500
Cornerstone Specialty Hospital of Austin,4207 Burnet Rd,Austin,TRAVIS,100
Lone Star Circle Of Care At Collinfield,8913 Collinfield Dr Unit 1,Austin,TRAVIS,100
Lone Star Circle Of Care At El Buen Samaritano,7000 Woodhue Dr,Austin,TRAVIS,100
Seton Medical Center Austin,1201 W 38th St,Austin,TRAVIS,"11,700"
Silverado Hospice - Austin,1701 Directors Boulevard,Austin,TRAVIS,100
DSHS CENTRAL PHARMACY WAREHOUSE,1111 NORTH LOOP,Austin,TRAVIS_State,"7,400"
Texas Department Of Public Safety,5805 N Lamar Blvd,Austin,TRAVIS_State,"1,200"
Texas DSHS Laboratory,1100 West 49th Street,Austin,TRAVIS_State,"22,230"
Healthpoint Trinity,315 Prospect Dr,Trinity,TRINITY,100
Brookshires Pharmacy 18,520 S Magnolia St,Woodville,TYLER,100
Tyler County Hospital Family Medical Clinic,104 N Beech St,Woodville,TYLER,100
Divine Grace Pharmacy,1970 Us Highway 259 S,Diana,UPSHUR,200
Our Health,200 Evans St,Uvalde,UVALDE,300
Cadena Family Practice,2201 N Bedell Ave Ste A,Del Rio,VAL VERDE,100
Fresenius Medical Care Del Rio,2201 N Bedell Ave,Del Rio,VAL VERDE,100
Val Verde Rural Health Clinic,1801 N. Bedell,Del Rio,VAL VERDE,100
Brookshires Pharmacy 032,880 E State Highway 243,Canton,VAN ZANDT,100
Brookshires Pharmacy 033,205 W Frank St,Grand Saline,VAN ZANDT,100
Brookshire's Pharmacy #019,1105 W South Commerce St,Wills Point,VAN ZANDT,100
Bruce And Human Drug,145 N 4th St,Wills Point,VAN ZANDT,100
Huntsville Family Medicine - Huntsville 2,123 Medical Park Ln Ste A,Huntsville,WALKER,"1,000"
Huntsville Memorial Hospital,110 Memorial Dr.,Huntsville,WALKER,100
North Houston Cancer Clinics,3233 Woodward Dr,Huntsville,WALKER,300
Texas Department of Criminal Justice BYRD,21 FM 247 RD,Huntsville,WALKER,100
Texas Department of Criminal Justice Holliday,295 IH 45N,Huntsville,WALKER,100
Texas Department of Criminal Justice Wynne,810 FM 2821,Huntsville,WALKER,100
Brookshires Pharmacy 40,3523 1/2 Front St,Brookshire,WALLER,100
Ft Bend Family Hlth Ctr Accesshealth - Brookshire,533 Fm 359 S,Brookshire,WALLER,200
Brookshires Pharmacy 61 - Hempstead,300 Bus Hwy 290 E,Hempstead,WALLER,100
Prairie View A And M University Owens Franklin Health Center 1125 Reda Blanda @ Oj Baker,,Prairie View,WALLER,500
Laredo Isd,2001 Cedar St,Laredo,WEBB,"1,200"
"VARA HOSPICE, LLC",3619 DAVIS AVE,Laredo,WEBB,"2,000"
Webb County Indigent Health Care,1620 Santa Ursula Ave.,Laredo,WEBB,300
Rice Medical Associates - East Bernard,1011 S Dill St,East Bernard,WHARTON,100
Midcoast Medical Clinic,305 Sandy Corner Rd Ste 120,El Campo,Wharton,100
Gulf Coast Family Medicine,10119 Us 59 Hwy,Wharton,WHARTON,100
LHD Wichita Falls-Wichita CO PH Dist (RE),1700 3rd Street,Wichita Falls,WICHITA,"1,000"
Texoma Cancer Center,5400 Kell Blvd,Wichita Falls,WICHITA,200
Americo M Baca PLLC,336 S 8th St,Raymondville,WILLACY,100
The Neighborhood Doctor,525 S 10th St,Raymondville,WILLACY,100
Lake Aire Med Ctr Sr Health Wellnes,2423 Williams Dr Ste 113,Georgetown,WILLIAMSON,100
Lone Star Circle of Care at GISD-Richarte,2295 North Austin Ave - Health Clinic Georgetown,,WILLIAMSON,200
Curative Medical Associates PA,1608 Royston Lane,Round Rock,WILLIAMSON,"11,700"
Lscc Tamu Hlth Science Ctr Family Hlth,3950 N A W Grimes Blvd # 301,Round Rock,WILLIAMSON,100
Round Rock Cancer Center,2410 Round Rock Avenue,Round Rock,WILLIAMSON,500
Seton Circle Of Care Senior Health,3950 N A W Grimes Blvd # 104,Round Rock,WILLIAMSON,100
Wilson County ESD #3,656 W. Wheeler St,Stockdale,WILSON,300
Winkler County Rural Health Clinic,828 Myer Ln,Kermit,WINKLER,200
Wise Health System,609 Medical Center Dr,Decatur,WISE,"1,000"
Wise Hlth Community Hlth Center,2000 S Fm 51 Ste D,Decatur,WISE,100
Brookshire's Pharmacy 015,1478 N Beaulah St,Hawkins,WOOD,200
Brookshires Pharmacy 031,1224 N Pacific St,Mineola,WOOD,100
Brookshires Pharmacy 60,Po Box 934,Quitman,WOOD,100
Christus Mother Frances Hospital - Winnsboro,719 West Coke Road,Winnsboro,WOOD,200
County of Yoakum,412 Mustang Ave.,Denver City,YOAKUM,200
United Pharmacy 520,1229 State Highway 16 S,Graham,YOUNG,100
Young County Family Clinic,820 Montgomery Rd Ste 202,Graham,YOUNG,100
Zapata County ISD,1302 Glenn St,Zapata,ZAPATA,500
Lpisd/Vshsi Community And School Based Health Clinic,117 E Us Hwy 57,La Pryor,ZAVALA,100
