Provider_Name,Address,City,County,Doses_W9
Wilson Community Health Center,540 10th St Ste 140,Floresville,WILSON,100
HEB Pharmacy 612,14414 Us Hwy 87 West,La Vernia,WILSON,100
Wise Health System,609 Medical Center Dr,Decatur,WISE,500
Brookshire's Pharmacy 015,1478 N Beaulah St,Hawkins,WOOD,100
Brookshires Pharmacy 031,1224 N Pacific St,Mineola,WOOD,100
Trinity Clinic Mineola,1302 N Pacific St,Mineola,WOOD,100
Brookshires Pharmacy 60,Po Box 934,Quitman,WOOD,100
County of Yoakum,412 Mustang Ave.,Denver City,YOAKUM,200
Graham Regional Medical Center,1301 Montgomery Rd,Graham,YOUNG,200
Young County Family Clinic,820 Montgomery Rd Ste 202,Graham,YOUNG,200
Lovett-Meredith Rhc/Olney Family Clinic,100 S Avenue M,Olney,YOUNG,200
