Provider_Name,Address,City,County,"Doses_W15"
Family Practice Clinic Of Mills County,1501 W Front St,Goldthwaite,MILLS,100
Mitchell County Hospital,997 W I20,Colorado City,MITCHELL,200
Houston Methodist The Woodlands Hsptl,17201 Interstate 45 S,Conroe,MONTGOMERY,"5,850"
St. Hope Foundation,1414 S Frazier St Ste 105,Conroe,MONTGOMERY,200
Kingwood Medical Center,22999 Us Highway 59,Kingwood,MONTGOMERY,100
Memorial Hermann The Woodlands Hospital,9250 Pinecroft Drive,Spring,MONTGOMERY,"2,340"
Woodlands Specialty Hospital,25440 I-45 North,Spring,MONTGOMERY,100
Dshs Dumas,501 Success Blvd,Dumas,MOORE,100
Moore County Family Health Clinic,110 S Bliss Ave,Dumas,MOORE,"1,170"
Brookshires Pharmacy 109,609 Linda Dr,Daingerfield,MORRIS,100
East Texas Community Health Services,1309 S. University Dr.,Nacogdoches,NACOGDOCHES,300
Jasper-Newton County Phd (Newton),210 High St,Newton,NEWTON,200
Rolling Plains Memorial Hosp Rural Hlth,201 E Arizona Ave,Sweetwater,NOLAN,200
Rolling Plains Memorial Hospital Employee And Patients,200 E Arizona,Sweetwater,NOLAN,500
Christus Spohn Health System Shoreline,600 Elizabeth St,Corpus Christi,NUECES,500
Coastal Bend Wellness Foundation,2882 Holly Rd,Corpus Christi,NUECES,200
Corpus Christi Medical Center,3315 S Alameda St,Corpus Christi,NUECES,100
South Texas Surgical Hospital,6130 Parkway Dr,Corpus Christi,NUECES,100
Family Health Center - Perryton,3019 S Main St,Perryton,OCHILTREE,200
United Pharmacy 525,2802 Hwy 83 South,Perryton,OCHILTREE,200
DSHS Mineral Wells,4113 Highway 180 E,Mineral Wells,PALO PINTO,100
Brookshires Pharmacy 8 - Carthage,412 W Panola St,Carthage,PANOLA,100
Brookshires Pharmacy 24,100 S Home St,Corrigan,POLK,100
Brookshires Pharmacy 21,1253 W Church St,Livingston,POLK,100
Livingston Pharmacy,714 West Church Street,Livingston,POLK,100
Presidio County Medical Clinic,1501 N. Erma,Presidio,PRESIDIO,300
DSHS Amarillo,3407 Pony Express Way,Amarillo,RANDALL,500
Canyon Health Center,700 Frio St.,Camp Wood,REAL,100
Red River Urgent Care,1805 Industrial Way,Clarksville,RED RIVER,100
Refugio Rural Health,107 1/2 Swift,Refugio,REFUGIO,100
Rockwall Fire Department,305 E. Boydstun Ave.,Rockwall,ROCKWALL,"3,510"
The Health Center Of Helping Hands,401 W Rusk St Ste 100,Rockwall,ROCKWALL,"2,340"
Ballinger Hospital Clinic,2001 Hutchins Ave Ste C,Ballinger,RUNNELS,500
Trinity Clinic Family Practice Henderson,105 Zeid Blvd # 2,Henderson,RUSK,100
Walgreens Pharmacy 11212,2126 Us Highway 79 S,Henderson,RUSK,200
Sabine County Hospital,2301 Worth St,Hemphill,SABINE,200
Hope Community Medicine-San Augustine,109 E Main St,San Augustine,SAN AUGUSTINE,200
Memorial Medical Center-San Augustine,511 EAST HOSPITAL STREET,San Augustine,SAN AUGUSTINE,200
COASTAL PHARMACY,2334 TX HWY 361,Ingleside,SAN PATRICIO,100
Community Action Schl Based Hlth Ctr,213 S Duval St,Mathis,SAN PATRICIO,200
Wellmed Portland,2413 Memorial Pkwy,Portland,SAN PATRICIO,500
"Joseph P. Puente, Md",209 E Market St,Sinton,SAN PATRICIO,100
Lhd San Patricio Co Dept Of Health (Re),313 N. Rachal,Sinton,SAN PATRICIO,500
Taft Family Health Center,1210 Gregory St Ste 2,Taft,SAN PATRICIO,100
Schleicher County Family Clinic,100 N Us Highway 277,Eldorado,SCHLEICHER,100
"Aurora Concepts, PLLC",233 Hurst Street,Center,SHELBY,200
DSHS PHR 4/5N HQ - Tyler (RE),2521 W Front St,Tyler,SMITH,"2,800"
Tyler Family Circle Of Care - Tyler - 214 E. Houston,214 E Houston St,Tyler,SMITH,100
Tyler Family Circle Of Care - Tyler - 928 N. Glenwood,928 N Glenwood Blvd,Tyler,SMITH,100
Best Value Medical Center Pharmacy,1100 Bluebonnet St.,Glen Rose,SOMERVELL,200
FIRST LONE STAR PHARMACY GROUP LLC,906 NE BIG BEND TRAIL,Glen Rose,SOMERVELL,100
Family Health Center Llp,2768 Pharmacy Rd,Rio Grande City,STARR,"1,000"
Nuestra Clinica Del Valle - Rio Grande,600 N Garza St Ste A,Rio Grande City,STARR,100
Pediatric Practice Association - Rio Grande City,201 E 2nd St,Rio Grande City,STARR,300
Nuestra Clinica Del Valle - Roma,2891 E Grant St,Roma,STARR,100
Stephens Memorial Hospital,200 S Geneva St,Breckenridge,STEPHENS,400
Sterling County,304 4th Street,Sterling City,STERLING,100
Stonewall Memorial Hospital,821 N Broadway St,Aspermont,STONEWALL,100
Lillian M Hudspeth Memorial Hospital,308 Hudspeth St,Sonora,SUTTON,200
Swisher Memorial Healthcare System,539 Se 2nd St,Tulia,SWISHER,100
Albertsons Pharmacy 3042,6220 US 287 HWY,Arlington,TARRANT,100
Arlington Community Health Center,979 N Cooper St,Arlington,TARRANT,200
Bowen Pharmacy,2417 W Pleasant Ridge Rd,Arlington,TARRANT,100
Clinicas Mi Doctor - Arlington,941 E Park Row Dr,Arlington,TARRANT,100
Dennis Dinh Tran Md,2535 E Arkansas Ln Ste 321,Arlington,TARRANT,100
Dshs Hsr 2/3 Hq - Arlington (Re),1301 S Bowen Rd,Arlington,TARRANT,"3,700"
Jps Se Tarrant County Med Home,1050 W Arkansas Ln Ste 150,Arlington,TARRANT,"1,200"
M & A Pharmacy Llc,8200 Matlock Road Ste 150,Arlington,TARRANT,100
Mercy Care Pharmacy,801 Road To Six Flags W Ste 122,Arlington,TARRANT,100
Savon 4142,301 Sw Plaza Shopping Ctr.,Arlington,TARRANT,100
Tom Thumb Pharmacy 3658,2755 N Collins St,Arlington,TARRANT,100
Albertsons Pharmacy 4290,480 Northwest Pkwy,Azle,TARRANT,100
Laura's Pharmacy,232 W Main St,Azle,TARRANT,100
Albertsons Pharmacy 0070,4000 Glade Road,Colleyville,TARRANT,100
Market Street Pharmacy 560,5605 Colleyville Blvd,Colleyville,TARRANT,100
Jps Northeast Chc,3200 W Euless Blvd,Euless,TARRANT,500
Super Value Pharmacy,720 N INDUSTRIAL BLVD,Euless,TARRANT,100
Albertsons Pharmacy 4102,1201 N. Saginaw Boulevard,Fort Worth,TARRANT,100
Albertsons Pharmacy 4267,6249 Rufe Snow Dr,Fort Worth,TARRANT,100
Albertsons Pharmacy 4272,850 E Loop 820,Fort Worth,TARRANT,100
Albertsons Pharmacy 4286,6700 West Freeway,Fort Worth,TARRANT,100
Civitas Senior Living,930 W. 1st St.,Fort Worth,TARRANT,"1,000"
Fort Worth Primary Care,800 8th Ave,Fort Worth,TARRANT,100
Jps Diamond Hill Jarvis,3308 Deen Rd,Fort Worth,TARRANT,500
JPS Health Lamar Correctional,100 N Lamar,Fort Worth,TARRANT,500
Jps Hospital,1500 South Main St,Fort Worth,TARRANT,"4,680"
Jps Viola Pitts Community Health Center,4701 Bryant Irvin Road North,Fort Worth,TARRANT,400
Northside Community Health Center,2332 Beverly Hills Dr.,Fort Worth,TARRANT,400
ReNue RX #4,201 Commerce St.,Fort Worth,TARRANT,100
Tom Thumb Pharmacy 1780,1000 Keller Parkway,Keller,TARRANT,100
Tom Thumb Pharmacy 1972,980 Highway 287 N,Mansfield,TARRANT,100
DSHS Abilene,4601 S 1st St,Abilene,TAYLOR,"1,000"
Brownfield Regional Med Ctr Rural Hlth,703 E Felt St,Brownfield,TERRY,"1,170"
Titus Regional Medical Center,2001 North Jefferson,Mount Pleasant,TITUS,300
Wellness Pointe - Mount Pleasant,2015 Mulberry Ave Ste 250,Mount Pleasant,TITUS,100
La Esperanza Clinic Inc,1610 S Chadbourne St,San Angelo,TOM GREEN,100
Lone Star Circle Of Care At Collinfield,8913 Collinfield Dr Unit 1,Austin,TRAVIS,100
Lone Star Circle Of Care Ben White,1221 W Ben White Blvd # B100,Austin,TRAVIS,100
Seton Medical Center Austin,1201 W 38th St,Austin,TRAVIS,"15,210"
Austin Regional Clinic - Manor,11300 Us Highway 290 E Ste 230 Bldg Manor,,TRAVIS,500
DSHS CENTRAL PHARMACY WAREHOUSE,1111 NORTH LOOP,Austin,TRAVIS_State,"20,700"
Tyler County Hospital Family Medical Clinic,104 N Beech St,Woodville,TYLER,100
Divine Grace Pharmacy,1970 Us Highway 259 S,Diana,UPSHUR,200
Our Health,200 Evans St,Uvalde,UVALDE,200
Umsa Primary Care Rural Health,1195 Garner Field Rd Ste 500,Uvalde,UVALDE,100
Val Verde Rural Health Clinic,1801 N. Bedell,Del Rio,VAL VERDE,500
Salfiti Canton Pharmacy INC,300 S Buffalo St,Canton,VAN ZANDT,200
Bruce And Human Drug,145 N 4th St,Wills Point,VAN ZANDT,200
Huntsville Family Medicine - Huntsville 2,123 Medical Park Ln Ste A,Huntsville,WALKER,"1,000"
Texas Department of Criminal Justice Huntsville,815 12th Street,Huntsville,WALKER,100
Texas Department of Criminal Justice Wynne,810 FM 2821,Huntsville,WALKER,100
Brookshires Pharmacy 40,3523 1/2 Front St,Brookshire,WALLER,300
Ft Bend Family Hlth Ctr Accesshealth - Brookshire,533 Fm 359 S,Brookshire,WALLER,300
Brookshires Pharmacy 61 - Hempstead,300 Bus Hwy 290 E,Hempstead,WALLER,300
Prairie View A And M University Owens Franklin Health Center,1125 Reda Blanda @ Oj Baker,Prairie View,WALLER,100
Ward Memorial Hospital,406 S Gary Ave,Monahans,WARD,200
BSW - The Brenham Clinic,600 N Park St,Brenham,WASHINGTON,500
Txdads Brenham State Supported Living Center,4001 Highway 36 S,Brenham,WASHINGTON,100
Laredo Regional Medical Center,10700 Mcpherson Rd,Laredo,WEBB,400
Webb County Indigent Health Care,1620 Santa Ursula Ave.,Laredo,WEBB,300
El Campo Memorial Hospital,303 Sandy Corner Rd,El Campo,WHARTON,"1,170"
Midcoast Medical Clinic,305 Sandy Corner Rd Ste 120,El Campo,Wharton,300
Shamrock General Hospital,1000 S Main St,Shamrock,WHEELER,100
Parkview Hospital,901 S Sweetwater St.,Wheeler,WHEELER,100
Electra Memorial Hospital,1207 S Bailey St,Electra,WICHITA,500
Texas Department of Criminal Justice Allred,2101 FM 369 N,Iowa Park,WICHITA,100
LHD Wichita Falls-Wichita CO PH Dist (RE),1700 3rd Street,Wichita Falls,WICHITA,"1,000"
Family Pharmacy,1720 Hillcrest Dr,Vernon,WILBARGER,300
United Pharmacy 513,3000 Wilbarger St,Vernon,WILBARGER,300
Americo M Baca PLLC,336 S 8th St,Raymondville,WILLACY,200
Curative Medical Associates PA,1608 Royston Lane,Round Rock,WILLIAMSON,"1,000"
Family Medicine Assoc Of Round Rock,7200 Wyoming Springs Dr Ste 600,Round Rock,WILLIAMSON,500
Wcchd Round Rock,355 Texas Ave.,Round Rock,WILLIAMSON,"1,600"
Connally Memorial Family Practice - Floresville 1,6511 Us Highway 181 N Ste A,Floresville,WILSON,500
Wise Health System,609 Medical Center Dr,Decatur,WISE,"1,000"
Brookshire's Pharmacy 015,1478 N Beaulah St,Hawkins,WOOD,200
County of Yoakum,412 Mustang Ave.,Denver City,YOAKUM,100
Young County Family Clinic,820 Montgomery Rd Ste 202,Graham,YOUNG,200
Lovett-Meredith Rhc/Olney Family Clinic,100 S Avenue M,Olney,YOUNG,100
Pediatric Practice Association - Zapata,1609 N Us Highway 83,Zapata,ZAPATA,100
Zapata County ISD,1302 Glenn St,Zapata,ZAPATA,500
Lpisd/Vshsi Community And School Based Health Clinic,117 E Us Hwy 57,La Pryor,ZAVALA,100
