Provider_Name,Address,City,County,Doses_W12
Carevide Sulphur Springs,105 Medical Plz # 2,Sulphur Springs,HUNT,100
Texas Department of Criminal Justice GIST,3295 FM 3514,Beaumont,JEFFERSON,300
Burleson Pharmacy,344 Sw Wilshire Blvd,Burleson,JOHNSON,100
Burleson Public Health Authority,828 sw alsbury,Burleson,JOHNSON,"3,000"
Kroger Pharmacy 591,1631 Sw Wilshire Blvd,Burleson,JOHNSON,100
Best Value Royce's Pharmacy,502 N Main St,Cleburne,JOHNSON,100
Kroger Pharmacy 415,1617 W Henderson St,Cleburne,JOHNSON,100
Karnes Community Health Center,757 S PANNA MARIA,Karnes City,KARNES,100
Texas Department of Criminal Justice CONNALLY,899 FM 632,Kenedy,KARNES,500
Mabank Family Pharmacy,207 N 3rd Street,Mabank,KAUFMAN,100
Ut Health East Texas Physicians Cedar Creek Lake Clinic,100 Municipal Dr Ste 300,Mabank,KAUFMAN,100
Terrell Fire Department,201 East Nash Street,Terrell,KAUFMAN,"4,000"
Kendall County EMS,1175 N MAIN,Boerne,KENDALL,500
Peterson Regional Medical Center - Kerrville,551 Hill Country Dr,Kerrville,KERR,500
Brookshires Pharmacy 54 - Buffalo,1220 W Commerce,Buffalo,LEON,100
Brookshires Pharmacy 26,1117 N Main St,Jewett,LEON,100
Brookshires Pharmacy 75,103 Main St,Normangee,LEON,100
Texas Department of Criminal Justice BELL,901 East 5th Street,Cleveland,LIBERTY,100
Texas Department of Criminal Justice Hightower,902 FM 686,Dayton,LIBERTY,300
Texas Department of Criminal Justice Plane,904 FM 686,Dayton,LIBERTY,100
Texas DADS SSLC Mexia,600 N. Hwy 171,Mexia,LIMESTONE,100
Live Oak County Health Department,301 Houston St Annex Bldg Rm 10,George West,LIVE OAK,100
Health by Design Valero Three Rivers Clinic,100 W LeRoy St,Three Rivers,LIVE OAK,100
Live Oak Community Health Center,105 E Thornton,Three Rivers,LIVE OAK,100
Dshs Phr 1 Hq - Lubbock (Re),6302 Iola Ave,Lubbock,LUBBOCK,300
"HEALTHIER WAY FAMILY CARE, PLLC",110 N WALNUT ST,Jefferson,MARION,100
Mehop Family And Behavioral Health,1700 Golden Ave,Bay City,MATAGORDA,300
Palacios Medical Clinic,307 Green Ave.,Palacios,MATAGORDA,200
Mcmullen Community Health Center,203 Hackberry St,Tilden,MCMULLEN,100
LHD Medina CO Health Dept (RE),1206 15th St,Hondo,MEDINA,300
Encompass Rehabilitation of Midland/Odessa,1800 Heritage Blvd.,Midland,MIDLAND,100
LHD MILAM CO HEALTH DEPT (RE),209 S. Houston Ave,Cameron,MILAM,200
Mitchell County Hospital,997 W I20,Colorado City,MITCHELL,200
"Aspire Hospital, LLC",2006 South Loop 336 West,Conroe,MONTGOMERY,300
Houston Methodist The Woodlands Hsptl,17201 Interstate 45 S,Conroe,MONTGOMERY,"5,850"
Montgomery County Phd,1300 S Loop 336 W,Conroe,MONTGOMERY,"2,500"
"Script Experts Pharmacy, LLC",525 WOODLAND SQUARE BLVD SUITE Conroe,,MONTGOMERY,100
Solara Hospital Conroe,1500 Grand Lake Dr,Conroe,MONTGOMERY,100
Dshs Dumas,501 Success Blvd,Dumas,MOORE,100
Brookshires Pharmacy 109,609 Linda Dr,Daingerfield,MORRIS,100
East Texas Community Health Services,1309 S. University Dr.,Nacogdoches,NACOGDOCHES,200
Nacogdoches Memorial Hospital,1204 N Mound St,Nacogdoches,NACOGDOCHES,"1,000"
Lhd Sweetwater-Nolan Co Health Dept (Re),301 E 12th St,Sweetwater,NOLAN,200
Corpus Christi Medical Associates,6200 Saratoga Blvd Unit 5,Corpus Christi,NUECES,300
Here Or There Healthcare PLLC,1015 SANTA FE ST,Corpus Christi,NUECES,100
Holy Savior Hospice and Palliative Care,1752 Sante Fe,Corpus Christi,NUECES,100
Physicians Express PLLC,1011 Santa Fe St,Corpus Christi,NUECES,100
DSHS Mineral Wells,4113 Highway 180 E,Mineral Wells,PALO PINTO,100
Palo Pinto County Hospital District,400 Sw 25th Ave,Mineral Wells,PALO PINTO,100
Campbell Clinic,1517 Texas Dr,Weatherford,PARKER,100
"Good News Wholesale, Inc",902 Main Street,Friona,PARMER,100
Cactus Health,700 N Main St,Fort Stockton,PECOS,100
Iraan Rural Health Clinic,600 Hwy 349 North,Iraan,PECOS,100
Health Center of Southeast Texas -Livingston,204 W. Park Dr.,Livingston,POLK,100
Dshs Marfa,205 E El Paso St,Marfa,PRESIDIO,500
Brookshires Pharmacy 4,959 East Us Hwy 69,Emory,RAINS,100
DSHS Amarillo,3407 Pony Express Way,Amarillo,RANDALL,300
Reagan Memorial Hospital,1300 N. Main Street,Big Lake,REAGAN,100
Canyon Health Center,700 Frio St.,Camp Wood,REAL,100
Red River Urgent Care,1805 Industrial Way,Clarksville,RED RIVER,100
Refugio Rural Health,107 1/2 Swift,Refugio,REFUGIO,100
Healthpoint Franklin,808 W Us Highway 79,Franklin,ROBERTSON,100
Rockwall Fire Department,305 E. Boydstun Ave.,Rockwall,ROCKWALL,"3,510"
Keel Drug,2001 Hutchins Ave,Ballinger,RUNNELS,100
Kroger Pharmacy 490,2415 Us Highway 79 S,Henderson,RUSK,100
Trinity Clinic Family Practice Henderson,105 Zeid Blvd # 2,Henderson,RUSK,100
UT Health Henderson Hospital,300 Wilson St,Henderson,RUSK,500
Walgreens Pharmacy 11212,2126 Us Highway 79 S,Henderson,RUSK,100
Overton Pharmacy,104 W Henderson St,Overton,RUSK,100
Brookshires Pharmacy 56,420 N Hill St,Tatum,RUSK,100
Toledo Bend Family Medicine,2421 Worth St,Hemphill,SABINE,100
Brookshires Pharmacy 28 - San Augustin,705 W Columbia St,San Augustine,SAN AUGUSTINE,100
Brookshires Pharmacy 72 - Coldspring,14761 Hwy 150 West,Coldspring,SAN JACINTO,100
Health Center Of Southeast Texas,11 Woodland Park Dr.,Shepherd,SAN JACINTO,200
Walgreens Pharmacy 10680,2702 W Wheeler Ave,Aransas Pass,SAN PATRICIO,200
HEB Pharmacy 488,1600 Wildcat Dr,Portland,SAN PATRICIO,200
Lhd San Patricio Co Dept Of Health (Re),313 N. Rachal,Sinton,SAN PATRICIO,500
Taft Family Health Center,1210 Gregory St Ste 2,Taft,SAN PATRICIO,100
Baylor Scott and White Clinic San Saba,200 E. Wallace,San Saba,SAN SABA,200
Scurry County Health Unit,911 26th St,Snyder,SCURRY,100
Shackelford County Health Clinic,450 Kenshalo St,Albany,SHACKELFORD,100
"Aurora Concepts, PLLC",233 Hurst Street,Center,SHELBY,"1,170"
Stratford Family Medical Clinic,Po Box 1189,Stratford,SHERMAN,100
Brookshires Pharmacy 51,100 Rice Rd,Tyler,SMITH,100
Texas Spine And Joint Hospital,1814 Roseland Blvd,Tyler,SMITH,200
Tyler ContinueCare Hospital At Trinity Mother Fran,"800 E. Dawson St, 4th Fl",Tyler,SMITH,200
Glen Rose Healthcare Inc,409 Glenwood St Ste 500,Glen Rose,SOMERVELL,100
Family Health Center Llp,2768 Pharmacy Rd,Rio Grande City,STARR,"1,000"
Resourcecare,2802 W Walker,Breckenridge,STEPHENS,100
Stonewall Memorial Hospital,821 N Broadway St,Aspermont,STONEWALL,100
Lillian M Hudspeth Memorial Hospital,308 Hudspeth St,Sonora,SUTTON,100
Swisher Memorial Healthcare System,539 Se 2nd St,Tulia,SWISHER,100
Dshs Hsr 2/3 Hq - Arlington (Re),1301 S Bowen Rd,Arlington,TARRANT,"1,500"
Encompass Health Rehabilitation Hospital Of Arlington,3200 Matlock Rd,Arlington,TARRANT,100
Encompass Health Rehab Hospital of the Mid-Cities,2304 State Highway 121,Bedford,TARRANT,200
Holy Savior Hospice,1600 Airport Fwy,Bedford,TARRANT,200
Colleyville Fire Department,5209 Colleyville Blvd,Colleyville,TARRANT,100
Albertsons Pharmacy 4267,6249 Rufe Snow Dr,Fort Worth,TARRANT,100
Best Value Country Day,6020A Harris Parkway,Fort Worth,TARRANT,500
Better Health Pharmacy,8615 S Hulen St,Fort Worth,TARRANT,200
Civitas Senior Living,930 W. 1st St.,Fort Worth,TARRANT,100
Jps Hospital,1500 South Main St,Fort Worth,TARRANT,"1,170"
Kroger Pharmacy 530,1653 Basswood Blvd,Fort Worth,TARRANT,100
Metropolitan Area EMS Authority,2900 Alta Mere Drive,Fort Worth,TARRANT,500
CareFlite,3110 S Great Southwest Pkwy,Grand Prairie,TARRANT,100
Tom Thumb Pharmacy 3854,4000 William D Tate Ave,Grapevine,TARRANT,100
Tom Thumb Pharmacy 1780,1000 Keller Parkway,Keller,TARRANT,200
Tom Thumb Pharmacy 1972,980 Highway 287 N,Mansfield,TARRANT,200
North Richland Hills Fire Department,4301 City Point Dr,North Richland Hills,TARRANT,100
Methodist South Lake Hospital,421 E Highway 114,Southlake,TARRANT,200
Southlake DPS,600 State Street,Southlake,TARRANT,100
South Plains Public Health District - Brownfield,919 E Main St.,Brownfield,TERRY,200
Throckmorton Rural Health Clinic,802 N Minter Ave Ste B,Throckmorton,THROCKMORTON,100
Titus Regional Medical Center,2001 North Jefferson,Mount Pleasant,TITUS,300
Wellness Pointe- North East Texas Family,1901 Mulberry,Mount Pleasant,TITUS,100
San Angelo Health Department,2030 Pulliam St Ste 8,San Angelo,TOM GREEN,200
Communitycare North Central,1210 W Braker Ln,Austin,TRAVIS,200
Communitycare Rundberg,825 E Rundberg Ln Ste B1,Austin,TRAVIS,300
Communitycare- South Austin,2529 S 1st St,Austin,TRAVIS,200
Encompass Health Of Austin,330 West Ben White Blvd,Austin,Travis,200
"Hospital Internist Of Texas Clinic, Pllc",2911 Medical Arts St,Austin,TRAVIS,200
Lake Hills Pharmacy,"12005 Bee Cave Rd, Suite 1-A",Austin,TRAVIS,100
Lamar Plaza Drug Store,1509 S Lamar Blvd #550,Austin,TRAVIS,200
Lone Star Circle Of Care At Collinfield,8913 Collinfield Dr Unit 1,Austin,TRAVIS,100
Lone Star Circle Of Care At El Buen Samaritano,7000 Woodhue Dr,Austin,TRAVIS,100
Lone Star Circle Of Care Ben White,1221 W Ben White Blvd # B100,Austin,TRAVIS,100
Lscc Fam Care Ctr Nw Fp,11111 Research Blvd Ste 320,Austin,TRAVIS,100
People's Community Clinic - Austin 2,1101 Camino La Costa Ste 100,Austin,TRAVIS,100
Seton Medical Center Austin,1201 W 38th St,Austin,TRAVIS,"14,040"
SHUBHA LLC DBA AURO PHARMACY,1139 W Braker Ln,Austin,TRAVIS,100
Tarrytown Pharmacy,2727 Exposition Blvd,Austin,TRAVIS,100
Baylor Scott & White Medical Center - Pflugerville,2600 E Pflugerville Pkwy Ste 100,Pflugerville,TRAVIS,200
DSHS CENTRAL PHARMACY WAREHOUSE,1111 NORTH LOOP,Austin,TRAVIS_State,"6,000"
Texas Department Of Public Safety,5805 N Lamar Blvd,Austin,TRAVIS_State,500
Texas DSHS Laboratory,1100 West 49th Street,Austin,TRAVIS_State,"2,340"
Healthpoint Trinity,315 Prospect Dr,Trinity,TRINITY,100
Tyler County Hospital Family Medical Clinic,104 N Beech St,Woodville,TYLER,500
Mccamey Hospital,2500 S Highway 305,McCamey,UPTON,100
Emergency Operations Center,1051 West 10th,Del Rio,VAL VERDE,"1,170"
Brookshires Pharmacy 032,880 E State Highway 243,Canton,VAN ZANDT,100
Christus Trinity Clinic Of Canton,18780 I20 Service Road,Canton,VAN ZANDT,300
Salfiti Canton Pharmacy INC,300 S Buffalo St,Canton,VAN ZANDT,100
Brookshires Pharmacy 033,205 W Frank St,Grand Saline,VAN ZANDT,100
Innate Medical Solution,749 N.Waldrip,Grand Saline,VAN ZANDT,100
Brookshire's Pharmacy #019,1105 W South Commerce St,Wills Point,VAN ZANDT,100
Bruce And Human Drug,145 N 4th St,Wills Point,VAN ZANDT,100
Brookshires Pharmacy 33 - Huntsville,2601 11th St,Huntsville,WALKER,200
HEB Pharmacy 728,1702 11th St,Huntsville,WALKER,200
Huntsville Family Medicine - Huntsville 2,123 Medical Park Ln Ste A,Huntsville,WALKER,300
Huntsville Fire Department,1987 Veterans Memorial,Huntsville,WALKER,500
Huntsville Memorial Hospital,110 Memorial Dr.,Huntsville,WALKER,500
Kroger Pharmacy 145,223 Interstate 45 S,Huntsville,WALKER,200
Sam Houston State University - Student Health Center,1608 Avenue J,Huntsville,WALKER,300
Texas Department of Criminal Justice GOREE,7405 Hwy 75 South,Huntsville,WALKER,400
Ft Bend Family Hlth Ctr Accesshealth - Brookshire,533 Fm 359 S,Brookshire,WALLER,100
Healthpoint Hempstead,215 Fm 1488 Rd,Hempstead,WALLER,100
Ward Memorial Hospital,406 S Gary Ave,Monahans,WARD,"1,170"
El Campo Memorial Hospital,303 Sandy Corner Rd,El Campo,WHARTON,500
Family Care Clinic - Shamrock,1010 S Main St,Shamrock,WHEELER,100
Iowa Park Clinic,405 SE Access Rd,Iowa Park,WICHITA,200
LHD Wichita Falls-Wichita CO PH Dist (RE),1700 3rd Street,Wichita Falls,WICHITA,"1,000"
Family Pharmacy,1720 Hillcrest Dr,Vernon,WILBARGER,100
Americo M Baca PLLC,336 S 8th St,Raymondville,WILLACY,100
Su Clinica - Raymondville,131 Fm 3168,Raymondville,WILLACY,100
Lone Star Circle Of Care At Cedar Park,1401 Medical Pkwy Ste 311 Bldg B,Cedar Park,WILLIAMSON,100
Family Health And Wellness At Lake Aire,2423 Williams Dr,Georgetown,WILLIAMSON,100
Lake Aire Med Ctr Sr Health Wellnes,2423 Williams Dr Ste 113,Georgetown,WILLIAMSON,100
Lone Star Circle of Care at GISD-Richarte,2295 North Austin Ave - Health Clinic,Georgetown,WILLIAMSON,100
Curative Medical Associates PA,1608 Royston Lane,Round Rock,WILLIAMSON,"11,700"
Lscc Tamu Hlth Science Ctr Family Hlth,3950 N A W Grimes Blvd # 301,Round Rock,WILLIAMSON,100
Seton Circle Of Care Senior Health,3950 N A W Grimes Blvd # 104,Round Rock,WILLIAMSON,100
Wcchd Round Rock,355 Texas Ave.,Round Rock,WILLIAMSON,"1,600"
Lone Star Circle Care Taylor Hlth Ctr,601 Mallard Ln Ste A,Taylor,WILLIAMSON,100
Wilson County ESD #3,656 W. Wheeler St,Stockdale,WILSON,500
Winkler County Rural Health Clinic,828 Myer Ln,Kermit,WINKLER,100
Wise Health System,609 Medical Center Dr,Decatur,WISE,"1,170"
Trinity Clinic Mineola,1302 N Pacific St,Mineola,WOOD,100
South Plains Public Health District - Denver City,415 Mustang Dr,Denver City,YOAKUM,100
United Pharmacy 520,1229 State Highway 16 S,Graham,YOUNG,200
Zapata County Fire Department,305 FM 496,Zapata,ZAPATA,300
Vida Y Salud Health Systems INC.,308 S Cesar Chavez Ave,Crystal City,ZAVALA,100
